,0
11687,5.02029430398065e-09
11688,5.02029430398065e-09
11689,5.02029430398065e-09
11690,5.02029430398065e-09
11691,5.02029430398065e-09
11692,5.02029430398065e-09
11693,5.02029430398065e-09
11694,5.02029430398065e-09
11695,5.02029430398065e-09
11696,5.02029430398065e-09
11697,5.02029430398065e-09
11698,5.02029430398065e-09
11699,5.02029430398065e-09
11700,5.02029430398065e-09
11701,5.02029430398065e-09
11702,5.02029430398065e-09
11703,5.02029430398065e-09
11704,5.02029430398065e-09
11705,5.02029430398065e-09
11706,5.02029430398065e-09
11707,5.02029430398065e-09
11708,5.02029430398065e-09
11709,5.02029430398065e-09
11710,5.02029430398065e-09
11711,5.02029430398065e-09
11712,5.02029430398065e-09
11713,5.02029430398065e-09
11714,5.02029430398065e-09
11715,5.02029430398065e-09
11716,5.02029430398065e-09
11717,5.02029430398065e-09
11718,5.02029430398065e-09
11719,5.02029430398065e-09
11720,5.02029430398065e-09
11721,5.02029430398065e-09
11722,5.02029430398065e-09
11723,5.02029430398065e-09
11724,5.02029430398065e-09
11725,5.02029430398065e-09
11726,5.02029430398065e-09
11727,5.02029430398065e-09
11728,5.02029430398065e-09
11729,5.02029430398065e-09
11730,5.02029430398065e-09
11731,5.02029430398065e-09
11732,5.02029430398065e-09
11733,5.02029430398065e-09
11734,5.02029430398065e-09
11735,5.02029430398065e-09
11736,5.02029430398065e-09
11737,5.02029430398065e-09
11738,5.02029430398065e-09
11739,5.02029430398065e-09
11740,5.02029430398065e-09
11741,5.02029430398065e-09
11742,5.02029430398065e-09
11743,5.02029430398065e-09
11744,5.02029430398065e-09
11745,5.02029430398065e-09
11746,5.02029430398065e-09
11747,5.02029430398065e-09
11748,5.02029430398065e-09
11749,5.02029430398065e-09
11750,5.02029430398065e-09
11751,5.02029430398065e-09
11752,5.02029430398065e-09
11753,5.02029430398065e-09
11754,5.02029430398065e-09
11755,5.02029430398065e-09
11756,5.02029430398065e-09
11757,5.02029430398065e-09
11758,5.02029430398065e-09
11759,5.02029430398065e-09
11760,5.02029430398065e-09
11761,5.02029430398065e-09
11762,5.02029430398065e-09
11763,5.02029430398065e-09
11764,5.02029430398065e-09
11765,5.02029430398065e-09
11766,5.02029430398065e-09
11767,5.02029430398065e-09
11768,5.02029430398065e-09
11769,5.02029430398065e-09
11770,5.02029430398065e-09
11771,5.02029430398065e-09
11772,5.02029430398065e-09
11773,5.02029430398065e-09
11774,5.02029430398065e-09
11775,5.02029430398065e-09
11776,5.02029430398065e-09
11777,5.02029430398065e-09
11778,5.02029430398065e-09
11779,5.02029430398065e-09
11780,5.02029430398065e-09
11781,5.02029430398065e-09
11782,5.02029430398065e-09
11783,5.02029430398065e-09
11784,5.02029430398065e-09
11785,5.02029430398065e-09
11786,5.02029430398065e-09
11787,5.02029430398065e-09
11788,5.02029430398065e-09
11789,5.02029430398065e-09
11790,5.02029430398065e-09
11791,5.02029430398065e-09
11792,5.02029430398065e-09
11793,5.02029430398065e-09
11794,5.02029430398065e-09
11795,5.02029430398065e-09
11796,5.02029430398065e-09
11797,5.02029430398065e-09
11798,1.7721638893051673e-06
11799,5.02029430398065e-09
11800,5.02029430398065e-09
11801,5.02029430398065e-09
11802,5.02029430398065e-09
11803,5.02029430398065e-09
11804,5.02029430398065e-09
11805,5.02029430398065e-09
11806,5.02029430398065e-09
11807,5.02029430398065e-09
11808,5.02029430398065e-09
11809,5.02029430398065e-09
11810,5.02029430398065e-09
11811,5.02029430398065e-09
11812,5.02029430398065e-09
11813,5.02029430398065e-09
11814,5.02029430398065e-09
11815,2.8721103713074883e-05
11816,5.02029430398065e-09
11817,5.02029430398065e-09
11818,5.02029430398065e-09
11819,5.02029430398065e-09
11820,5.02029430398065e-09
11821,5.02029430398065e-09
11822,5.02029430398065e-09
11823,5.02029430398065e-09
11824,5.02029430398065e-09
11825,5.02029430398065e-09
11826,5.02029430398065e-09
11827,5.02029430398065e-09
11828,5.02029430398065e-09
11829,5.02029430398065e-09
11830,5.02029430398065e-09
11831,5.02029430398065e-09
11832,5.02029430398065e-09
11833,5.02029430398065e-09
11834,5.02029430398065e-09
11835,5.02029430398065e-09
11836,5.02029430398065e-09
11837,5.02029430398065e-09
11838,5.02029430398065e-09
11839,5.02029430398065e-09
11840,5.02029430398065e-09
11841,5.02029430398065e-09
11842,5.02029430398065e-09
11843,5.02029430398065e-09
11844,5.02029430398065e-09
11845,5.02029430398065e-09
11846,5.02029430398065e-09
11847,5.02029430398065e-09
11848,5.02029430398065e-09
11849,5.02029430398065e-09
11850,5.02029430398065e-09
11851,5.02029430398065e-09
11852,5.02029430398065e-09
11853,5.02029430398065e-09
11854,5.02029430398065e-09
11855,5.02029430398065e-09
11856,5.02029430398065e-09
11857,5.02029430398065e-09
11858,5.02029430398065e-09
11859,5.02029430398065e-09
11860,5.02029430398065e-09
11861,5.02029430398065e-09
11862,5.02029430398065e-09
11863,5.02029430398065e-09
11864,5.02029430398065e-09
11865,5.02029430398065e-09
11866,5.02029430398065e-09
11867,5.02029430398065e-09
11868,5.02029430398065e-09
11869,5.02029430398065e-09
11870,5.02029430398065e-09
11871,5.02029430398065e-09
11872,5.02029430398065e-09
11873,5.02029430398065e-09
11874,5.02029430398065e-09
11875,5.02029430398065e-09
11876,5.02029430398065e-09
11877,5.02029430398065e-09
11878,5.02029430398065e-09
11879,5.02029430398065e-09
11880,5.02029430398065e-09
11881,5.02029430398065e-09
11882,5.02029430398065e-09
11883,5.02029430398065e-09
11884,5.02029430398065e-09
11885,5.02029430398065e-09
11886,5.02029430398065e-09
11887,5.02029430398065e-09
11888,5.02029430398065e-09
11889,5.02029430398065e-09
11890,5.02029430398065e-09
11891,5.02029430398065e-09
11892,5.02029430398065e-09
11893,5.02029430398065e-09
11894,5.02029430398065e-09
11895,5.02029430398065e-09
11896,5.02029430398065e-09
11897,5.02029430398065e-09
11898,5.02029430398065e-09
11899,5.02029430398065e-09
11900,5.02029430398065e-09
11901,5.02029430398065e-09
11902,5.02029430398065e-09
11903,5.02029430398065e-09
11904,5.02029430398065e-09
11905,5.02029430398065e-09
11906,5.02029430398065e-09
11907,5.02029430398065e-09
11908,5.02029430398065e-09
11909,5.02029430398065e-09
11910,5.02029430398065e-09
11911,5.02029430398065e-09
11912,5.02029430398065e-09
11913,5.02029430398065e-09
11914,5.02029430398065e-09
11915,5.02029430398065e-09
11916,5.02029430398065e-09
11917,5.02029430398065e-09
11918,5.02029430398065e-09
11919,5.02029430398065e-09
11920,5.02029430398065e-09
11921,5.02029430398065e-09
11922,5.02029430398065e-09
11923,5.02029430398065e-09
11924,5.02029430398065e-09
11925,5.02029430398065e-09
11926,5.02029430398065e-09
11927,5.02029430398065e-09
11928,5.02029430398065e-09
11929,5.02029430398065e-09
11930,5.02029430398065e-09
11931,5.02029430398065e-09
11932,5.02029430398065e-09
11933,5.02029430398065e-09
11934,5.02029430398065e-09
11935,5.02029430398065e-09
11936,5.02029430398065e-09
11937,5.02029430398065e-09
11938,5.02029430398065e-09
11939,5.02029430398065e-09
11940,5.02029430398065e-09
11941,5.02029430398065e-09
11942,5.02029430398065e-09
11943,5.02029430398065e-09
11944,5.02029430398065e-09
11945,5.02029430398065e-09
11946,5.02029430398065e-09
11947,5.02029430398065e-09
11948,5.02029430398065e-09
11949,5.02029430398065e-09
11950,5.02029430398065e-09
11951,5.02029430398065e-09
11952,5.02029430398065e-09
11953,5.02029430398065e-09
11954,5.02029430398065e-09
11955,5.02029430398065e-09
11956,5.02029430398065e-09
11957,5.02029430398065e-09
11958,5.02029430398065e-09
11959,5.02029430398065e-09
11960,5.02029430398065e-09
11961,5.02029430398065e-09
11962,5.02029430398065e-09
11963,5.02029430398065e-09
11964,5.02029430398065e-09
11965,5.02029430398065e-09
11966,5.02029430398065e-09
11967,5.02029430398065e-09
11968,5.02029430398065e-09
11969,5.02029430398065e-09
11970,5.02029430398065e-09
11971,5.02029430398065e-09
11972,5.02029430398065e-09
11973,5.02029430398065e-09
11974,5.02029430398065e-09
11975,5.02029430398065e-09
11976,5.02029430398065e-09
11977,5.02029430398065e-09
11978,5.02029430398065e-09
11979,5.02029430398065e-09
11980,5.02029430398065e-09
11981,5.02029430398065e-09
11982,5.02029430398065e-09
11983,5.02029430398065e-09
11984,5.02029430398065e-09
11985,5.02029430398065e-09
11986,5.02029430398065e-09
11987,5.02029430398065e-09
11988,5.02029430398065e-09
11989,5.02029430398065e-09
11990,5.02029430398065e-09
11991,5.02029430398065e-09
11992,5.02029430398065e-09
11993,5.02029430398065e-09
11994,5.02029430398065e-09
11995,5.02029430398065e-09
11996,5.02029430398065e-09
11997,5.02029430398065e-09
11998,5.02029430398065e-09
11999,5.02029430398065e-09
12000,5.02029430398065e-09
12001,5.02029430398065e-09
12002,5.02029430398065e-09
12003,5.02029430398065e-09
12004,5.02029430398065e-09
12005,5.02029430398065e-09
12006,5.02029430398065e-09
12007,5.02029430398065e-09
12008,5.02029430398065e-09
12009,5.02029430398065e-09
12010,5.02029430398065e-09
12011,5.02029430398065e-09
12012,5.02029430398065e-09
12013,5.02029430398065e-09
12014,5.02029430398065e-09
12015,5.02029430398065e-09
12016,5.02029430398065e-09
12017,5.02029430398065e-09
12018,5.02029430398065e-09
12019,5.02029430398065e-09
12020,5.02029430398065e-09
12021,5.02029430398065e-09
12022,5.02029430398065e-09
12023,5.02029430398065e-09
12024,5.02029430398065e-09
12025,5.02029430398065e-09
12026,5.02029430398065e-09
12027,5.02029430398065e-09
12028,5.02029430398065e-09
12029,5.02029430398065e-09
12030,5.02029430398065e-09
12031,5.02029430398065e-09
12032,5.02029430398065e-09
12033,5.02029430398065e-09
12034,5.02029430398065e-09
12035,5.02029430398065e-09
12036,5.02029430398065e-09
12037,5.02029430398065e-09
12038,5.02029430398065e-09
12039,5.02029430398065e-09
12040,5.02029430398065e-09
12041,5.02029430398065e-09
12042,5.02029430398065e-09
12043,5.02029430398065e-09
12044,5.02029430398065e-09
12045,5.02029430398065e-09
12046,5.02029430398065e-09
12047,5.02029430398065e-09
12048,5.02029430398065e-09
12049,5.02029430398065e-09
12050,5.02029430398065e-09
12051,5.02029430398065e-09
12052,5.02029430398065e-09
12053,5.02029430398065e-09
12054,5.02029430398065e-09
12055,5.02029430398065e-09
12056,5.02029430398065e-09
12057,5.02029430398065e-09
12058,5.02029430398065e-09
12059,5.02029430398065e-09
12060,5.02029430398065e-09
12061,5.02029430398065e-09
12062,5.02029430398065e-09
12063,5.02029430398065e-09
12064,5.02029430398065e-09
12065,5.02029430398065e-09
12066,5.02029430398065e-09
12067,5.02029430398065e-09
12068,5.02029430398065e-09
12069,5.02029430398065e-09
12070,5.02029430398065e-09
12071,5.02029430398065e-09
12072,5.02029430398065e-09
12073,5.02029430398065e-09
12074,5.02029430398065e-09
12075,5.02029430398065e-09
12076,2.324396262743044e-06
12077,5.02029430398065e-09
12078,5.02029430398065e-09
12079,5.02029430398065e-09
12080,5.02029430398065e-09
12081,5.02029430398065e-09
12082,5.02029430398065e-09
12083,5.02029430398065e-09
12084,5.02029430398065e-09
12085,5.02029430398065e-09
12086,5.02029430398065e-09
12087,5.02029430398065e-09
12088,5.02029430398065e-09
12089,5.02029430398065e-09
12090,5.02029430398065e-09
12091,5.02029430398065e-09
12092,5.02029430398065e-09
12093,5.02029430398065e-09
12094,5.02029430398065e-09
12095,5.02029430398065e-09
12096,5.02029430398065e-09
12097,5.02029430398065e-09
12098,3.3635971836670344e-07
12099,2.2591324367912937e-07
12100,9.990385664921505e-07
12101,5.02029430398065e-09
12102,5.02029430398065e-09
12103,5.02029430398065e-09
12104,5.02029430398065e-09
12105,5.02029430398065e-09
12106,5.02029430398065e-09
12107,5.02029430398065e-09
12108,5.02029430398065e-09
12109,4.468061930542776e-07
12110,5.02029430398065e-09
12111,5.02029430398065e-09
12112,5.02029430398065e-09
12113,5.02029430398065e-09
12114,1.1546676899155496e-07
12115,2.2591324367912937e-07
12116,0.0004352745770381944
12117,5.02029430398065e-09
12118,5.02029430398065e-09
12119,5.02029430398065e-09
12120,5.02029430398065e-09
12121,5.02029430398065e-09
12122,5.02029430398065e-09
12123,5.02029430398065e-09
12124,5.02029430398065e-09
12125,5.02029430398065e-09
12126,5.02029430398065e-09
12127,5.02029430398065e-09
12128,5.02029430398065e-09
12129,5.02029430398065e-09
12130,5.02029430398065e-09
12131,5.02029430398065e-09
12132,5.02029430398065e-09
12133,5.02029430398065e-09
12134,5.02029430398065e-09
12135,5.02029430398065e-09
12136,5.02029430398065e-09
12137,5.02029430398065e-09
12138,5.02029430398065e-09
12139,5.02029430398065e-09
12140,5.02029430398065e-09
12141,5.02029430398065e-09
12142,5.02029430398065e-09
12143,5.02029430398065e-09
12144,5.02029430398065e-09
12145,5.02029430398065e-09
12146,5.02029430398065e-09
12147,5.02029430398065e-09
12148,5.02029430398065e-09
12149,5.02029430398065e-09
12150,5.02029430398065e-09
12151,5.02029430398065e-09
12152,5.02029430398065e-09
12153,5.02029430398065e-09
12154,5.02029430398065e-09
12155,5.02029430398065e-09
12156,5.02029430398065e-09
12157,5.02029430398065e-09
12158,5.02029430398065e-09
12159,5.02029430398065e-09
12160,5.02029430398065e-09
12161,5.02029430398065e-09
12162,5.02029430398065e-09
12163,5.02029430398065e-09
12164,5.02029430398065e-09
12165,5.02029430398065e-09
12166,5.02029430398065e-09
12167,5.02029430398065e-09
12168,5.02029430398065e-09
12169,5.02029430398065e-09
12170,5.02029430398065e-09
12171,5.02029430398065e-09
12172,5.02029430398065e-09
12173,5.02029430398065e-09
12174,5.02029430398065e-09
12175,5.02029430398065e-09
12176,5.02029430398065e-09
12177,5.02029430398065e-09
12178,5.02029430398065e-09
12179,5.02029430398065e-09
12180,5.02029430398065e-09
12181,5.02029430398065e-09
12182,5.02029430398065e-09
12183,5.02029430398065e-09
12184,5.02029430398065e-09
12185,5.02029430398065e-09
12186,5.02029430398065e-09
12187,5.02029430398065e-09
12188,5.02029430398065e-09
12189,5.02029430398065e-09
12190,5.02029430398065e-09
12191,5.02029430398065e-09
12192,5.02029430398065e-09
12193,5.02029430398065e-09
12194,5.02029430398065e-09
12195,5.02029430398065e-09
12196,5.02029430398065e-09
12197,5.02029430398065e-09
12198,5.02029430398065e-09
12199,5.02029430398065e-09
12200,5.02029430398065e-09
12201,5.02029430398065e-09
12202,5.02029430398065e-09
12203,5.02029430398065e-09
12204,5.02029430398065e-09
12205,5.02029430398065e-09
12206,5.02029430398065e-09
12207,5.02029430398065e-09
12208,5.02029430398065e-09
12209,5.02029430398065e-09
12210,5.02029430398065e-09
12211,5.02029430398065e-09
12212,5.02029430398065e-09
12213,5.02029430398065e-09
12214,5.02029430398065e-09
12215,5.02029430398065e-09
12216,5.02029430398065e-09
12217,5.02029430398065e-09
12218,5.02029430398065e-09
12219,5.02029430398065e-09
12220,5.02029430398065e-09
12221,5.02029430398065e-09
12222,5.02029430398065e-09
12223,5.02029430398065e-09
12224,5.02029430398065e-09
12225,5.02029430398065e-09
12226,5.02029430398065e-09
12227,5.02029430398065e-09
12228,5.02029430398065e-09
12229,5.02029430398065e-09
12230,5.02029430398065e-09
12231,5.02029430398065e-09
12232,5.02029430398065e-09
12233,5.02029430398065e-09
12234,5.02029430398065e-09
12235,5.02029430398065e-09
12236,5.02029430398065e-09
12237,5.02029430398065e-09
12238,5.02029430398065e-09
12239,5.02029430398065e-09
12240,5.02029430398065e-09
12241,5.02029430398065e-09
12242,5.02029430398065e-09
12243,5.02029430398065e-09
12244,5.02029430398065e-09
12245,5.02029430398065e-09
12246,5.02029430398065e-09
12247,5.02029430398065e-09
12248,5.02029430398065e-09
12249,5.02029430398065e-09
12250,5.02029430398065e-09
12251,5.02029430398065e-09
12252,5.02029430398065e-09
12253,5.02029430398065e-09
12254,5.02029430398065e-09
12255,5.02029430398065e-09
12256,5.02029430398065e-09
12257,5.02029430398065e-09
12258,5.02029430398065e-09
12259,5.02029430398065e-09
12260,5.02029430398065e-09
12261,5.02029430398065e-09
12262,5.02029430398065e-09
12263,5.02029430398065e-09
12264,5.02029430398065e-09
12265,5.02029430398065e-09
12266,5.02029430398065e-09
12267,5.02029430398065e-09
12268,5.02029430398065e-09
12269,5.02029430398065e-09
12270,5.02029430398065e-09
12271,5.02029430398065e-09
12272,5.02029430398065e-09
12273,5.02029430398065e-09
12274,5.02029430398065e-09
12275,5.02029430398065e-09
12276,5.02029430398065e-09
12277,5.02029430398065e-09
12278,5.02029430398065e-09
12279,5.02029430398065e-09
12280,5.02029430398065e-09
12281,5.02029430398065e-09
12282,5.02029430398065e-09
12283,5.02029430398065e-09
12284,5.02029430398065e-09
12285,5.02029430398065e-09
12286,5.02029430398065e-09
12287,5.02029430398065e-09
12288,5.02029430398065e-09
12289,5.02029430398065e-09
12290,5.02029430398065e-09
12291,5.02029430398065e-09
12292,5.02029430398065e-09
12293,5.02029430398065e-09
12294,5.02029430398065e-09
12295,5.02029430398065e-09
12296,5.02029430398065e-09
12297,5.02029430398065e-09
12298,5.02029430398065e-09
12299,5.02029430398065e-09
12300,5.02029430398065e-09
12301,5.02029430398065e-09
12302,5.02029430398065e-09
12303,5.02029430398065e-09
12304,5.02029430398065e-09
12305,5.02029430398065e-09
12306,5.02029430398065e-09
12307,5.02029430398065e-09
12308,5.02029430398065e-09
12309,5.02029430398065e-09
12310,5.02029430398065e-09
12311,5.02029430398065e-09
12312,5.02029430398065e-09
12313,5.02029430398065e-09
12314,5.02029430398065e-09
12315,5.02029430398065e-09
12316,5.02029430398065e-09
12317,5.02029430398065e-09
12318,5.02029430398065e-09
12319,5.02029430398065e-09
12320,5.02029430398065e-09
12321,5.02029430398065e-09
12322,5.02029430398065e-09
12323,5.02029430398065e-09
12324,5.02029430398065e-09
12325,5.02029430398065e-09
12326,5.02029430398065e-09
12327,5.02029430398065e-09
12328,5.02029430398065e-09
12329,5.02029430398065e-09
12330,5.02029430398065e-09
12331,5.02029430398065e-09
12332,5.02029430398065e-09
12333,5.02029430398065e-09
12334,5.02029430398065e-09
12335,5.02029430398065e-09
12336,5.02029430398065e-09
12337,5.02029430398065e-09
12338,5.02029430398065e-09
12339,5.02029430398065e-09
12340,5.02029430398065e-09
12341,5.02029430398065e-09
12342,5.02029430398065e-09
12343,5.02029430398065e-09
12344,5.02029430398065e-09
12345,5.02029430398065e-09
12346,5.02029430398065e-09
12347,5.02029430398065e-09
12348,5.02029430398065e-09
12349,5.02029430398065e-09
12350,5.02029430398065e-09
12351,5.02029430398065e-09
12352,5.02029430398065e-09
12353,5.02029430398065e-09
12354,5.02029430398065e-09
12355,5.02029430398065e-09
12356,5.02029430398065e-09
12357,5.02029430398065e-09
12358,5.02029430398065e-09
12359,5.02029430398065e-09
12360,5.02029430398065e-09
12361,5.02029430398065e-09
12362,5.02029430398065e-09
12363,5.02029430398065e-09
12364,5.02029430398065e-09
12365,5.02029430398065e-09
12366,5.02029430398065e-09
12367,5.02029430398065e-09
12368,5.02029430398065e-09
12369,5.02029430398065e-09
12370,5.02029430398065e-09
12371,5.02029430398065e-09
12372,5.02029430398065e-09
12373,5.02029430398065e-09
12374,5.02029430398065e-09
12375,5.02029430398065e-09
12376,5.02029430398065e-09
12377,5.02029430398065e-09
12378,5.02029430398065e-09
12379,5.02029430398065e-09
12380,5.02029430398065e-09
12381,5.02029430398065e-09
12382,5.02029430398065e-09
12383,5.02029430398065e-09
12384,5.02029430398065e-09
12385,5.02029430398065e-09
12386,5.02029430398065e-09
12387,5.02029430398065e-09
12388,5.02029430398065e-09
12389,5.02029430398065e-09
12390,5.02029430398065e-09
12391,5.02029430398065e-09
12392,5.02029430398065e-09
12393,5.02029430398065e-09
12394,5.02029430398065e-09
12395,5.02029430398065e-09
12396,5.02029430398065e-09
12397,5.02029430398065e-09
12398,5.02029430398065e-09
12399,5.02029430398065e-09
12400,5.02029430398065e-09
12401,5.02029430398065e-09
12402,5.02029430398065e-09
12403,5.02029430398065e-09
12404,5.02029430398065e-09
12405,5.02029430398065e-09
12406,5.02029430398065e-09
12407,5.02029430398065e-09
12408,5.02029430398065e-09
12409,5.02029430398065e-09
12410,5.02029430398065e-09
12411,5.02029430398065e-09
12412,5.02029430398065e-09
12413,5.02029430398065e-09
12414,5.02029430398065e-09
12415,5.02029430398065e-09
12416,5.02029430398065e-09
12417,5.02029430398065e-09
12418,5.02029430398065e-09
12419,5.02029430398065e-09
12420,5.02029430398065e-09
12421,5.02029430398065e-09
12422,5.02029430398065e-09
12423,5.02029430398065e-09
12424,5.02029430398065e-09
12425,5.02029430398065e-09
12426,5.02029430398065e-09
12427,5.02029430398065e-09
12428,5.02029430398065e-09
12429,5.02029430398065e-09
12430,5.02029430398065e-09
12431,5.02029430398065e-09
12432,5.02029430398065e-09
12433,5.02029430398065e-09
12434,5.02029430398065e-09
12435,5.02029430398065e-09
12436,5.02029430398065e-09
12437,5.02029430398065e-09
12438,5.02029430398065e-09
12439,5.02029430398065e-09
12440,5.02029430398065e-09
12441,5.02029430398065e-09
12442,5.02029430398065e-09
12443,5.02029430398065e-09
12444,5.02029430398065e-09
12445,5.02029430398065e-09
12446,5.02029430398065e-09
12447,5.02029430398065e-09
12448,5.02029430398065e-09
12449,5.02029430398065e-09
12450,5.02029430398065e-09
12451,5.02029430398065e-09
12452,5.02029430398065e-09
12453,5.02029430398065e-09
12454,5.02029430398065e-09
12455,5.02029430398065e-09
12456,5.02029430398065e-09
12457,5.02029430398065e-09
12458,5.02029430398065e-09
12459,5.02029430398065e-09
12460,5.02029430398065e-09
12461,5.02029430398065e-09
12462,5.02029430398065e-09
12463,5.02029430398065e-09
12464,5.02029430398065e-09
12465,5.02029430398065e-09
12466,5.02029430398065e-09
12467,5.02029430398065e-09
12468,5.02029430398065e-09
12469,5.02029430398065e-09
12470,5.02029430398065e-09
12471,5.02029430398065e-09
12472,5.02029430398065e-09
12473,5.02029430398065e-09
12474,5.02029430398065e-09
12475,5.02029430398065e-09
12476,5.02029430398065e-09
12477,5.02029430398065e-09
12478,5.02029430398065e-09
12479,5.02029430398065e-09
12480,5.02029430398065e-09
12481,5.02029430398065e-09
12482,5.02029430398065e-09
12483,5.02029430398065e-09
12484,5.02029430398065e-09
12485,5.02029430398065e-09
12486,5.02029430398065e-09
12487,5.02029430398065e-09
12488,5.02029430398065e-09
12489,5.02029430398065e-09
12490,5.02029430398065e-09
12491,5.02029430398065e-09
12492,5.02029430398065e-09
12493,5.02029430398065e-09
12494,5.02029430398065e-09
12495,5.02029430398065e-09
12496,5.02029430398065e-09
12497,5.02029430398065e-09
12498,5.02029430398065e-09
12499,5.02029430398065e-09
12500,5.02029430398065e-09
12501,5.02029430398065e-09
12502,5.02029430398065e-09
12503,5.02029430398065e-09
12504,5.02029430398065e-09
12505,5.02029430398065e-09
12506,5.02029430398065e-09
12507,5.02029430398065e-09
12508,5.02029430398065e-09
12509,5.02029430398065e-09
12510,5.02029430398065e-09
12511,5.02029430398065e-09
12512,5.02029430398065e-09
12513,5.02029430398065e-09
12514,5.02029430398065e-09
12515,5.02029430398065e-09
12516,5.02029430398065e-09
12517,5.02029430398065e-09
12518,5.02029430398065e-09
12519,5.02029430398065e-09
12520,5.02029430398065e-09
12521,5.02029430398065e-09
12522,5.02029430398065e-09
12523,5.02029430398065e-09
12524,5.02029430398065e-09
12525,5.02029430398065e-09
12526,5.02029430398065e-09
12527,5.02029430398065e-09
12528,5.02029430398065e-09
12529,5.02029430398065e-09
12530,5.02029430398065e-09
12531,5.02029430398065e-09
12532,5.02029430398065e-09
12533,5.02029430398065e-09
12534,5.02029430398065e-09
12535,5.02029430398065e-09
12536,5.02029430398065e-09
12537,5.02029430398065e-09
12538,5.02029430398065e-09
12539,5.02029430398065e-09
12540,5.02029430398065e-09
12541,5.02029430398065e-09
12542,5.02029430398065e-09
12543,5.02029430398065e-09
12544,5.02029430398065e-09
12545,5.02029430398065e-09
12546,5.02029430398065e-09
12547,5.02029430398065e-09
12548,5.02029430398065e-09
12549,5.02029430398065e-09
12550,5.02029430398065e-09
12551,5.02029430398065e-09
12552,5.02029430398065e-09
12553,5.02029430398065e-09
12554,5.02029430398065e-09
12555,5.02029430398065e-09
12556,5.02029430398065e-09
12557,5.02029430398065e-09
12558,5.02029430398065e-09
12559,5.02029430398065e-09
12560,5.02029430398065e-09
12561,5.02029430398065e-09
12562,5.02029430398065e-09
12563,5.02029430398065e-09
12564,5.02029430398065e-09
12565,5.02029430398065e-09
12566,5.02029430398065e-09
12567,5.02029430398065e-09
12568,5.02029430398065e-09
12569,5.02029430398065e-09
12570,5.02029430398065e-09
12571,5.02029430398065e-09
12572,5.02029430398065e-09
12573,5.02029430398065e-09
12574,5.02029430398065e-09
12575,5.02029430398065e-09
12576,5.02029430398065e-09
12577,5.02029430398065e-09
12578,5.02029430398065e-09
12579,5.02029430398065e-09
12580,5.02029430398065e-09
12581,5.02029430398065e-09
12582,5.02029430398065e-09
12583,5.02029430398065e-09
12584,5.02029430398065e-09
12585,5.02029430398065e-09
12586,5.02029430398065e-09
12587,5.02029430398065e-09
12588,5.02029430398065e-09
12589,5.02029430398065e-09
12590,5.02029430398065e-09
12591,5.02029430398065e-09
12592,5.02029430398065e-09
12593,5.02029430398065e-09
12594,5.02029430398065e-09
12595,5.02029430398065e-09
12596,5.02029430398065e-09
12597,5.02029430398065e-09
12598,5.02029430398065e-09
12599,5.02029430398065e-09
12600,5.02029430398065e-09
12601,5.02029430398065e-09
12602,5.02029430398065e-09
12603,5.02029430398065e-09
12604,5.02029430398065e-09
12605,5.02029430398065e-09
12606,5.02029430398065e-09
12607,5.02029430398065e-09
12608,5.02029430398065e-09
12609,5.02029430398065e-09
12610,5.02029430398065e-09
12611,5.02029430398065e-09
12612,5.02029430398065e-09
12613,5.02029430398065e-09
12614,5.02029430398065e-09
12615,5.02029430398065e-09
12616,5.02029430398065e-09
12617,5.02029430398065e-09
12618,5.02029430398065e-09
12619,5.02029430398065e-09
12620,5.02029430398065e-09
12621,5.02029430398065e-09
12622,5.02029430398065e-09
12623,5.02029430398065e-09
12624,5.02029430398065e-09
12625,5.02029430398065e-09
12626,5.02029430398065e-09
12627,5.02029430398065e-09
12628,5.02029430398065e-09
12629,5.02029430398065e-09
12630,5.02029430398065e-09
12631,5.02029430398065e-09
12632,5.02029430398065e-09
12633,5.02029430398065e-09
12634,5.02029430398065e-09
12635,5.02029430398065e-09
12636,5.02029430398065e-09
12637,5.02029430398065e-09
12638,5.02029430398065e-09
12639,5.02029430398065e-09
12640,5.02029430398065e-09
12641,5.02029430398065e-09
12642,5.02029430398065e-09
12643,5.02029430398065e-09
12644,5.02029430398065e-09
12645,5.02029430398065e-09
12646,5.02029430398065e-09
12647,5.02029430398065e-09
12648,5.02029430398065e-09
12649,5.02029430398065e-09
12650,5.02029430398065e-09
12651,5.02029430398065e-09
12652,5.02029430398065e-09
12653,5.02029430398065e-09
12654,5.02029430398065e-09
12655,5.02029430398065e-09
12656,5.02029430398065e-09
12657,5.02029430398065e-09
12658,5.02029430398065e-09
12659,5.02029430398065e-09
12660,5.02029430398065e-09
12661,5.02029430398065e-09
12662,5.02029430398065e-09
12663,5.02029430398065e-09
12664,5.02029430398065e-09
12665,5.02029430398065e-09
12666,5.02029430398065e-09
12667,5.02029430398065e-09
12668,5.02029430398065e-09
12669,5.02029430398065e-09
12670,5.02029430398065e-09
12671,5.02029430398065e-09
12672,5.02029430398065e-09
12673,5.02029430398065e-09
12674,5.02029430398065e-09
12675,5.02029430398065e-09
12676,5.02029430398065e-09
12677,5.02029430398065e-09
12678,5.02029430398065e-09
12679,5.02029430398065e-09
12680,5.02029430398065e-09
12681,5.02029430398065e-09
12682,5.02029430398065e-09
12683,5.02029430398065e-09
12684,5.02029430398065e-09
12685,5.02029430398065e-09
