agent_id,t_step,key,value
2552,0,prob_search_spread,0.2
2552,0,prob_be_infected,0.3
2552,0,id,not_exposed
2553,0,prob_neighbor_spread,0.2
2553,0,prob_search_spread,0.2
2553,0,prob_be_infected,0.3
2553,0,id,not_exposed
2554,0,prob_neighbor_spread,0.4
2554,0,prob_search_spread,0.4
2554,0,prob_be_infected,0.4
2554,0,id,not_exposed
2555,0,prob_neighbor_spread,0.1
2555,0,prob_search_spread,0.1
2555,0,prob_be_infected,0.2
2556,0,prob_neighbor_spread,0.2
2556,0,prob_search_spread,0.2
2556,0,prob_be_infected,0.3
2556,0,id,not_exposed
2557,0,prob_neighbor_spread,0.1
2557,0,prob_search_spread,0.1
2557,0,prob_be_infected,0.2
2557,0,id,not_exposed
2558,0,prob_neighbor_spread,0.1
2558,0,prob_search_spread,0.1
2558,0,prob_be_infected,0.2
2558,0,id,not_exposed
2559,0,prob_neighbor_spread,0.4
2559,0,prob_search_spread,0.4
2559,0,prob_be_infected,0.4
2559,0,id,not_exposed
2560,0,prob_neighbor_spread,0.1
2560,0,prob_search_spread,0.1
2560,0,prob_be_infected,0.2
2561,0,prob_neighbor_spread,0.2
2561,0,prob_search_spread,0.2
2561,0,prob_be_infected,0.3
2561,0,id,not_exposed
2562,0,prob_neighbor_spread,0.1
2562,0,prob_search_spread,0.1
2562,0,prob_be_infected,0.2
2562,0,id,not_exposed
2563,0,prob_neighbor_spread,0.2
2563,0,prob_search_spread,0.2
2563,0,prob_be_infected,0.3
2563,0,id,not_exposed
2564,0,prob_neighbor_spread,0.4
2564,0,prob_search_spread,0.4
2564,0,prob_be_infected,0.4
2564,0,id,not_exposed
2565,0,prob_neighbor_spread,0.2
2565,0,prob_search_spread,0.2
2565,0,prob_be_infected,0.3
2565,0,id,not_exposed
2566,0,prob_neighbor_spread,0.4
2566,0,prob_search_spread,0.4
2566,0,prob_be_infected,0.4
2567,0,prob_neighbor_spread,0.2
2567,0,prob_search_spread,0.2
2567,0,prob_be_infected,0.3
2567,0,id,not_exposed
2568,0,prob_neighbor_spread,0.4
2568,0,prob_search_spread,0.4
2568,0,prob_be_infected,0.4
2568,0,id,not_exposed
2569,0,prob_neighbor_spread,0.4
2569,0,prob_search_spread,0.4
2569,0,prob_be_infected,0.4
2570,0,prob_neighbor_spread,0.1
2570,0,prob_search_spread,0.1
2570,0,prob_be_infected,0.2
2571,0,prob_neighbor_spread,0.1
2571,0,prob_search_spread,0.1
2571,0,prob_be_infected,0.2
2572,0,prob_neighbor_spread,0.1
2572,0,prob_search_spread,0.1
2572,0,prob_be_infected,0.2
2572,0,id,not_exposed
2573,0,prob_neighbor_spread,0.4
2573,0,prob_search_spread,0.4
2573,0,prob_be_infected,0.4
2573,0,id,not_exposed
2574,0,prob_neighbor_spread,0.4
2574,0,prob_search_spread,0.4
2574,0,prob_be_infected,0.4
2574,0,id,not_exposed
2575,0,prob_neighbor_spread,0.1
2575,0,prob_search_spread,0.1
2575,0,prob_be_infected,0.2
2575,0,id,not_exposed
2576,0,prob_neighbor_spread,0.2
2576,0,prob_search_spread,0.2
2576,0,prob_be_infected,0.3
2577,0,prob_neighbor_spread,0.2
2577,0,prob_search_spread,0.2
2577,0,prob_be_infected,0.3
2577,0,id,not_exposed
2578,0,prob_neighbor_spread,0.2
2578,0,prob_search_spread,0.2
2578,0,prob_be_infected,0.3
2578,0,id,not_exposed
2579,0,prob_neighbor_spread,0.1
2579,0,prob_search_spread,0.1
2579,0,prob_be_infected,0.2
2580,0,prob_neighbor_spread,0.2
2580,0,prob_search_spread,0.2
2580,0,prob_be_infected,0.3
2580,0,id,not_exposed
2581,0,prob_neighbor_spread,0.4
2581,0,prob_search_spread,0.4
2581,0,prob_be_infected,0.4
2581,0,id,not_exposed
2582,0,prob_neighbor_spread,0.2
2582,0,prob_search_spread,0.2
2582,0,prob_be_infected,0.3
2582,0,id,not_exposed
2583,0,prob_neighbor_spread,0.2
2583,0,prob_search_spread,0.2
2583,0,prob_be_infected,0.3
2583,0,id,not_exposed
2584,0,prob_neighbor_spread,0.1
2584,0,prob_search_spread,0.1
2584,0,prob_be_infected,0.2
2584,0,id,not_exposed
2585,0,prob_neighbor_spread,0.2
2585,0,prob_search_spread,0.2
2585,0,prob_be_infected,0.3
2585,0,id,not_exposed
2586,0,prob_neighbor_spread,0.1
2586,0,prob_search_spread,0.1
2586,0,prob_be_infected,0.2
2586,0,id,not_exposed
2587,0,prob_neighbor_spread,0.4
2587,0,prob_search_spread,0.4
2587,0,prob_be_infected,0.4
2587,0,id,not_exposed
2588,0,prob_neighbor_spread,0.1
2588,0,prob_search_spread,0.1
2588,0,prob_be_infected,0.2
2588,0,id,not_exposed
2589,0,prob_neighbor_spread,0.2
2589,0,prob_search_spread,0.2
2589,0,prob_be_infected,0.3
2590,0,prob_neighbor_spread,0.2
2590,0,prob_search_spread,0.2
2590,0,prob_be_infected,0.3
2590,0,id,not_exposed
2591,0,prob_neighbor_spread,0.2
2591,0,prob_search_spread,0.2
2591,0,prob_be_infected,0.3
2591,0,id,not_exposed
2592,0,prob_neighbor_spread,0.2
2592,0,prob_search_spread,0.2
2592,0,prob_be_infected,0.3
2592,0,id,not_exposed
2593,0,prob_neighbor_spread,0.4
2593,0,prob_search_spread,0.4
2593,0,prob_be_infected,0.4
2593,0,id,not_exposed
2594,0,prob_neighbor_spread,0.4
2594,0,prob_search_spread,0.4
2594,0,prob_be_infected,0.4
2595,0,prob_neighbor_spread,0.2
2595,0,prob_search_spread,0.2
2595,0,prob_be_infected,0.3
2595,0,id,not_exposed
2596,0,prob_neighbor_spread,0.2
2596,0,prob_search_spread,0.2
2596,0,prob_be_infected,0.3
2597,0,prob_neighbor_spread,0.1
2597,0,prob_search_spread,0.1
2597,0,prob_be_infected,0.2
2598,0,prob_neighbor_spread,0.2
2598,0,prob_search_spread,0.2
2598,0,prob_be_infected,0.3
2599,0,prob_neighbor_spread,0.2
2599,0,prob_search_spread,0.2
2599,0,prob_be_infected,0.3
2599,0,id,not_exposed
2600,0,prob_neighbor_spread,0.4
2600,0,prob_search_spread,0.4
2600,0,prob_be_infected,0.4
2600,0,id,not_exposed
2601,0,prob_neighbor_spread,0.2
2601,0,prob_search_spread,0.2
2601,0,prob_be_infected,0.3
2602,0,prob_neighbor_spread,0.4
2602,0,prob_search_spread,0.4
2602,0,prob_be_infected,0.4
2602,0,id,not_exposed
2603,0,prob_neighbor_spread,0.4
2603,0,prob_search_spread,0.4
2603,0,prob_be_infected,0.4
2603,0,id,not_exposed
2604,0,prob_neighbor_spread,0.2
2604,0,prob_search_spread,0.2
2604,0,prob_be_infected,0.3
2604,0,id,not_exposed
2605,0,prob_neighbor_spread,0.4
2605,0,prob_search_spread,0.4
2605,0,prob_be_infected,0.4
2605,0,id,not_exposed
2606,0,prob_neighbor_spread,0.1
2606,0,prob_search_spread,0.1
2606,0,prob_be_infected,0.2
2606,0,id,not_exposed
2607,0,prob_neighbor_spread,0.2
2607,0,prob_search_spread,0.2
2607,0,prob_be_infected,0.3
2607,0,id,not_exposed
2608,0,prob_neighbor_spread,0.4
2608,0,prob_search_spread,0.4
2608,0,prob_be_infected,0.4
2609,0,prob_neighbor_spread,0.4
2609,0,prob_search_spread,0.4
2609,0,prob_be_infected,0.4
2610,0,prob_neighbor_spread,0.4
2610,0,prob_search_spread,0.4
2610,0,prob_be_infected,0.4
2610,0,id,not_exposed
2611,0,prob_neighbor_spread,0.2
2611,0,prob_search_spread,0.2
2611,0,prob_be_infected,0.3
2612,0,prob_neighbor_spread,0.4
2612,0,prob_search_spread,0.4
2612,0,prob_be_infected,0.4
2613,0,prob_neighbor_spread,0.2
2613,0,prob_search_spread,0.2
2613,0,prob_be_infected,0.3
2613,0,id,not_exposed
2614,0,prob_neighbor_spread,0.4
2614,0,prob_search_spread,0.4
2614,0,prob_be_infected,0.4
2614,0,id,not_exposed
2615,0,prob_neighbor_spread,0.4
2615,0,prob_search_spread,0.4
2615,0,prob_be_infected,0.4
2615,0,id,not_exposed
2616,0,prob_neighbor_spread,0.4
2616,0,prob_search_spread,0.4
2616,0,prob_be_infected,0.4
2617,0,prob_neighbor_spread,0.2
2617,0,prob_search_spread,0.2
2617,0,prob_be_infected,0.3
2617,0,id,not_exposed
2618,0,prob_neighbor_spread,0.1
2618,0,prob_search_spread,0.1
2618,0,prob_be_infected,0.2
2618,0,id,not_exposed
2619,0,prob_neighbor_spread,0.4
2619,0,prob_search_spread,0.4
2619,0,prob_be_infected,0.4
2620,0,prob_neighbor_spread,0.2
2620,0,prob_search_spread,0.2
2620,0,prob_be_infected,0.3
2620,0,id,not_exposed
2621,0,prob_neighbor_spread,0.2
2621,0,prob_search_spread,0.2
2621,0,prob_be_infected,0.3
2622,0,prob_neighbor_spread,0.1
2622,0,prob_search_spread,0.1
2622,0,prob_be_infected,0.2
2622,0,id,not_exposed
2623,0,prob_neighbor_spread,0.1
2623,0,prob_search_spread,0.1
2623,0,prob_be_infected,0.2
2623,0,id,not_exposed
2624,0,prob_neighbor_spread,0.2
2624,0,prob_search_spread,0.2
2624,0,prob_be_infected,0.3
2624,0,id,not_exposed
2625,0,prob_neighbor_spread,0.2
2625,0,prob_search_spread,0.2
2625,0,prob_be_infected,0.3
2625,0,id,not_exposed
2626,0,prob_neighbor_spread,0.1
2626,0,prob_search_spread,0.1
2626,0,prob_be_infected,0.2
2626,0,id,not_exposed
2627,0,prob_neighbor_spread,0.2
2627,0,prob_search_spread,0.2
2627,0,prob_be_infected,0.3
2627,0,id,not_exposed
2628,0,prob_neighbor_spread,0.1
2628,0,prob_search_spread,0.1
2628,0,prob_be_infected,0.2
2628,0,id,not_exposed
2629,0,prob_neighbor_spread,0.4
2629,0,prob_search_spread,0.4
2629,0,prob_be_infected,0.4
2629,0,id,not_exposed
2630,0,prob_neighbor_spread,0.2
2630,0,prob_search_spread,0.2
2630,0,prob_be_infected,0.3
2630,0,id,not_exposed
2631,0,prob_neighbor_spread,0.2
2631,0,prob_search_spread,0.2
2631,0,prob_be_infected,0.3
2631,0,id,not_exposed
2632,0,prob_neighbor_spread,0.4
2632,0,prob_search_spread,0.4
2632,0,prob_be_infected,0.4
2632,0,id,not_exposed
2633,0,prob_neighbor_spread,0.2
2633,0,prob_search_spread,0.2
2633,0,prob_be_infected,0.3
2633,0,id,not_exposed
2634,0,prob_neighbor_spread,0.1
2634,0,prob_search_spread,0.1
2634,0,prob_be_infected,0.2
2634,0,id,not_exposed
2635,0,prob_neighbor_spread,0.4
2635,0,prob_search_spread,0.4
2635,0,prob_be_infected,0.4
2635,0,id,not_exposed
2636,0,prob_neighbor_spread,0.4
2636,0,prob_search_spread,0.4
2636,0,prob_be_infected,0.4
2637,0,prob_neighbor_spread,0.4
2637,0,prob_search_spread,0.4
2637,0,prob_be_infected,0.4
2637,0,id,not_exposed
2638,0,prob_neighbor_spread,0.2
2638,0,prob_search_spread,0.2
2638,0,prob_be_infected,0.3
2638,0,id,not_exposed
2639,0,prob_neighbor_spread,0.2
2639,0,prob_search_spread,0.2
2639,0,prob_be_infected,0.3
2639,0,id,not_exposed
2640,0,prob_neighbor_spread,0.2
2640,0,prob_search_spread,0.2
2640,0,prob_be_infected,0.3
2641,0,prob_neighbor_spread,0.1
2641,0,prob_search_spread,0.1
2641,0,prob_be_infected,0.2
2641,0,id,not_exposed
2642,0,prob_neighbor_spread,0.2
2642,0,prob_search_spread,0.2
2642,0,prob_be_infected,0.3
2642,0,id,not_exposed
2643,0,prob_neighbor_spread,0.4
2643,0,prob_search_spread,0.4
2643,0,prob_be_infected,0.4
2643,0,id,not_exposed
2644,0,prob_neighbor_spread,0.4
2644,0,prob_search_spread,0.4
2644,0,prob_be_infected,0.4
2644,0,id,not_exposed
2645,0,prob_neighbor_spread,0.4
2645,0,prob_search_spread,0.4
2645,0,prob_be_infected,0.4
2646,0,prob_neighbor_spread,0.2
2646,0,prob_search_spread,0.2
2646,0,prob_be_infected,0.3
2646,0,id,not_exposed
2647,0,prob_neighbor_spread,0.2
2647,0,prob_search_spread,0.2
2647,0,prob_be_infected,0.3
2648,0,prob_neighbor_spread,0.2
2648,0,prob_search_spread,0.2
2648,0,prob_be_infected,0.3
2648,0,id,not_exposed
2649,0,prob_neighbor_spread,0.4
2649,0,prob_search_spread,0.4
2649,0,prob_be_infected,0.4
2649,0,id,not_exposed
2650,0,prob_neighbor_spread,0.2
2650,0,prob_search_spread,0.2
2650,0,prob_be_infected,0.3
2650,0,id,not_exposed
2651,0,prob_neighbor_spread,0.2
2651,0,prob_search_spread,0.2
2651,0,prob_be_infected,0.3
2652,0,prob_neighbor_spread,0.2
2652,0,prob_search_spread,0.2
2652,0,prob_be_infected,0.3
2652,0,id,not_exposed
2653,0,prob_neighbor_spread,0.1
2653,0,prob_search_spread,0.1
2653,0,prob_be_infected,0.2
2653,0,id,not_exposed
2654,0,prob_neighbor_spread,0.1
2654,0,prob_search_spread,0.1
2654,0,prob_be_infected,0.2
2654,0,id,not_exposed
2655,0,prob_neighbor_spread,0.4
2655,0,prob_search_spread,0.4
2655,0,prob_be_infected,0.4
2655,0,id,not_exposed
2656,0,prob_neighbor_spread,0.4
2656,0,prob_search_spread,0.4
2656,0,prob_be_infected,0.4
2656,0,id,not_exposed
2657,0,prob_neighbor_spread,0.4
2657,0,prob_search_spread,0.4
2657,0,prob_be_infected,0.4
2657,0,id,not_exposed
2658,0,prob_neighbor_spread,0.1
2658,0,prob_search_spread,0.1
2658,0,prob_be_infected,0.2
2658,0,id,not_exposed
2659,0,prob_neighbor_spread,0.1
2659,0,prob_search_spread,0.1
2659,0,prob_be_infected,0.2
2659,0,id,not_exposed
2660,0,prob_neighbor_spread,0.1
2660,0,prob_search_spread,0.1
2660,0,prob_be_infected,0.2
2660,0,id,not_exposed
2661,0,prob_neighbor_spread,0.1
2661,0,prob_search_spread,0.1
2661,0,prob_be_infected,0.2
2661,0,id,not_exposed
2662,0,prob_neighbor_spread,0.1
2662,0,prob_search_spread,0.1
2662,0,prob_be_infected,0.2
2662,0,id,not_exposed
2663,0,prob_neighbor_spread,0.1
2663,0,prob_search_spread,0.1
2663,0,prob_be_infected,0.2
2663,0,id,not_exposed
2664,0,prob_neighbor_spread,0.2
2664,0,prob_search_spread,0.2
2664,0,prob_be_infected,0.3
2664,0,id,not_exposed
2665,0,prob_neighbor_spread,0.4
2665,0,prob_search_spread,0.4
2665,0,prob_be_infected,0.4
2665,0,id,not_exposed
2666,0,prob_neighbor_spread,0.4
2666,0,prob_search_spread,0.4
2666,0,prob_be_infected,0.4
2666,0,id,not_exposed
2667,0,prob_neighbor_spread,0.2
2667,0,prob_search_spread,0.2
2667,0,prob_be_infected,0.3
2667,0,id,not_exposed
2668,0,prob_neighbor_spread,0.4
2668,0,prob_search_spread,0.4
2668,0,prob_be_infected,0.4
2668,0,id,not_exposed
2669,0,prob_neighbor_spread,0.2
2669,0,prob_search_spread,0.2
2669,0,prob_be_infected,0.3
2669,0,id,not_exposed
2670,0,prob_neighbor_spread,0.2
2670,0,prob_search_spread,0.2
2670,0,prob_be_infected,0.3
2671,0,prob_neighbor_spread,0.2
2671,0,prob_search_spread,0.2
2671,0,prob_be_infected,0.3
2671,0,id,not_exposed
2672,0,prob_neighbor_spread,0.2
2672,0,prob_search_spread,0.2
2672,0,prob_be_infected,0.3
2672,0,id,not_exposed
2673,0,prob_neighbor_spread,0.2
2673,0,prob_search_spread,0.2
2673,0,prob_be_infected,0.3
2673,0,id,not_exposed
2674,0,prob_neighbor_spread,0.2
2674,0,prob_search_spread,0.2
2674,0,prob_be_infected,0.3
2675,0,prob_neighbor_spread,0.2
2675,0,prob_search_spread,0.2
2675,0,prob_be_infected,0.3
2676,0,prob_neighbor_spread,0.1
2676,0,prob_search_spread,0.1
2676,0,prob_be_infected,0.2
2676,0,id,not_exposed
2677,0,prob_neighbor_spread,0.2
2677,0,prob_search_spread,0.2
2677,0,prob_be_infected,0.3
2677,0,id,not_exposed
2678,0,prob_neighbor_spread,0.1
2678,0,prob_search_spread,0.1
2678,0,prob_be_infected,0.2
2678,0,id,not_exposed
2679,0,prob_neighbor_spread,0.4
2679,0,prob_search_spread,0.4
2679,0,prob_be_infected,0.4
2679,0,id,not_exposed
2680,0,prob_neighbor_spread,0.2
2680,0,prob_search_spread,0.2
2680,0,prob_be_infected,0.3
2680,0,id,not_exposed
2681,0,prob_neighbor_spread,0.4
2681,0,prob_search_spread,0.4
2681,0,prob_be_infected,0.4
2682,0,prob_neighbor_spread,0.1
2682,0,prob_search_spread,0.1
2682,0,prob_be_infected,0.2
2682,0,id,not_exposed
2683,0,prob_neighbor_spread,0.2
2683,0,prob_search_spread,0.2
2683,0,prob_be_infected,0.3
2684,0,prob_neighbor_spread,0.1
2684,0,prob_search_spread,0.1
2684,0,prob_be_infected,0.2
2684,0,id,not_exposed
2685,0,prob_neighbor_spread,0.4
2685,0,prob_search_spread,0.4
2685,0,prob_be_infected,0.4
2686,0,prob_neighbor_spread,0.2
2686,0,prob_search_spread,0.2
2686,0,prob_be_infected,0.3
2687,0,prob_neighbor_spread,0.1
2687,0,prob_search_spread,0.1
2687,0,prob_be_infected,0.2
2687,0,id,not_exposed
2688,0,prob_neighbor_spread,0.2
2688,0,prob_search_spread,0.2
2688,0,prob_be_infected,0.3
2688,0,id,not_exposed
2689,0,prob_neighbor_spread,0.4
2689,0,prob_search_spread,0.4
2689,0,prob_be_infected,0.4
2689,0,id,not_exposed
2690,0,prob_neighbor_spread,0.4
2690,0,prob_search_spread,0.4
2690,0,prob_be_infected,0.4
2691,0,prob_neighbor_spread,0.1
2691,0,prob_search_spread,0.1
2691,0,prob_be_infected,0.2
2691,0,id,not_exposed
2692,0,prob_neighbor_spread,0.4
2692,0,prob_search_spread,0.4
2692,0,prob_be_infected,0.4
2692,0,id,not_exposed
2693,0,prob_neighbor_spread,0.2
2693,0,prob_search_spread,0.2
2693,0,prob_be_infected,0.3
2693,0,id,not_exposed
2694,0,prob_neighbor_spread,0.1
2694,0,prob_search_spread,0.1
2694,0,prob_be_infected,0.2
2694,0,id,not_exposed
2695,0,prob_neighbor_spread,0.4
2695,0,prob_search_spread,0.4
2695,0,prob_be_infected,0.4
2695,0,id,not_exposed
2696,0,prob_neighbor_spread,0.2
2696,0,prob_search_spread,0.2
2696,0,prob_be_infected,0.3
2696,0,id,not_exposed
2697,0,prob_neighbor_spread,0.2
2697,0,prob_search_spread,0.2
2697,0,prob_be_infected,0.3
2698,0,prob_neighbor_spread,0.2
2698,0,prob_search_spread,0.2
2698,0,prob_be_infected,0.3
2698,0,id,not_exposed
2699,0,prob_neighbor_spread,0.4
2699,0,prob_search_spread,0.4
2699,0,prob_be_infected,0.4
2699,0,id,not_exposed
2700,0,prob_neighbor_spread,0.4
2700,0,prob_search_spread,0.4
2700,0,prob_be_infected,0.4
2700,0,id,not_exposed
2701,0,prob_neighbor_spread,0.4
2701,0,prob_search_spread,0.4
2701,0,prob_be_infected,0.4
2701,0,id,not_exposed
2702,0,prob_neighbor_spread,0.1
2702,0,prob_search_spread,0.1
2702,0,prob_be_infected,0.2
2703,0,prob_neighbor_spread,0.2
2703,0,prob_search_spread,0.2
2703,0,prob_be_infected,0.3
2703,0,id,not_exposed
2704,0,prob_neighbor_spread,0.4
2704,0,prob_search_spread,0.4
2704,0,prob_be_infected,0.4
2704,0,id,not_exposed
2705,0,prob_neighbor_spread,0.1
2705,0,prob_search_spread,0.1
2705,0,prob_be_infected,0.2
2705,0,id,not_exposed
2706,0,prob_neighbor_spread,0.1
2706,0,prob_search_spread,0.1
2706,0,prob_be_infected,0.2
2706,0,id,not_exposed
2707,0,prob_neighbor_spread,0.2
2707,0,prob_search_spread,0.2
2707,0,prob_be_infected,0.3
2707,0,id,not_exposed
2708,0,prob_neighbor_spread,0.1
2708,0,prob_search_spread,0.1
2708,0,prob_be_infected,0.2
2708,0,id,not_exposed
2709,0,prob_neighbor_spread,0.2
2709,0,prob_search_spread,0.2
2709,0,prob_be_infected,0.3
2709,0,id,not_exposed
2710,0,prob_neighbor_spread,0.1
2710,0,prob_search_spread,0.1
2710,0,prob_be_infected,0.2
2710,0,id,not_exposed
2711,0,prob_neighbor_spread,0.2
2711,0,prob_search_spread,0.2
2711,0,prob_be_infected,0.3
2711,0,id,not_exposed
2712,0,prob_neighbor_spread,0.4
2712,0,prob_search_spread,0.4
2712,0,prob_be_infected,0.4
2712,0,id,not_exposed
2713,0,prob_neighbor_spread,0.1
2713,0,prob_search_spread,0.1
2713,0,prob_be_infected,0.2
2713,0,id,not_exposed
2714,0,prob_neighbor_spread,0.2
2714,0,prob_search_spread,0.2
2714,0,prob_be_infected,0.3
2714,0,id,not_exposed
2715,0,prob_neighbor_spread,0.1
2715,0,prob_search_spread,0.1
2715,0,prob_be_infected,0.2
2715,0,id,not_exposed
2716,0,prob_neighbor_spread,0.2
2716,0,prob_search_spread,0.2
2716,0,prob_be_infected,0.3
2717,0,prob_neighbor_spread,0.2
2717,0,prob_search_spread,0.2
2717,0,prob_be_infected,0.3
2717,0,id,not_exposed
2718,0,prob_neighbor_spread,0.1
2718,0,prob_search_spread,0.1
2718,0,prob_be_infected,0.2
2718,0,id,not_exposed
2719,0,prob_neighbor_spread,0.2
2719,0,prob_search_spread,0.2
2719,0,prob_be_infected,0.3
2719,0,id,not_exposed
2720,0,prob_neighbor_spread,0.4
2720,0,prob_search_spread,0.4
2720,0,prob_be_infected,0.4
2720,0,id,not_exposed
2721,0,prob_neighbor_spread,0.1
2721,0,prob_search_spread,0.1
2721,0,prob_be_infected,0.2
2721,0,id,not_exposed
2722,0,prob_neighbor_spread,0.2
2722,0,prob_search_spread,0.2
2722,0,prob_be_infected,0.3
2722,0,id,not_exposed
2723,0,prob_neighbor_spread,0.1
2723,0,prob_search_spread,0.1
2723,0,prob_be_infected,0.2
2723,0,id,not_exposed
2724,0,prob_neighbor_spread,0.4
2724,0,prob_search_spread,0.4
2724,0,prob_be_infected,0.4
2725,0,prob_neighbor_spread,0.2
2725,0,prob_search_spread,0.2
2725,0,prob_be_infected,0.3
2725,0,id,not_exposed
2726,0,prob_neighbor_spread,0.1
2726,0,prob_search_spread,0.1
2726,0,prob_be_infected,0.2
2726,0,id,not_exposed
2727,0,prob_neighbor_spread,0.4
2727,0,prob_search_spread,0.4
2727,0,prob_be_infected,0.4
2727,0,id,not_exposed
2728,0,prob_neighbor_spread,0.1
2728,0,prob_search_spread,0.1
2728,0,prob_be_infected,0.2
2728,0,id,not_exposed
2729,0,prob_neighbor_spread,0.2
2729,0,prob_search_spread,0.2
2729,0,prob_be_infected,0.3
2730,0,prob_neighbor_spread,0.2
2730,0,prob_search_spread,0.2
2730,0,prob_be_infected,0.3
2730,0,id,not_exposed
2731,0,prob_neighbor_spread,0.2
2731,0,prob_search_spread,0.2
2731,0,prob_be_infected,0.3
2731,0,id,not_exposed
2732,0,prob_neighbor_spread,0.4
2732,0,prob_search_spread,0.4
2732,0,prob_be_infected,0.4
2732,0,id,not_exposed
2733,0,prob_neighbor_spread,0.4
2733,0,prob_search_spread,0.4
2733,0,prob_be_infected,0.4
2733,0,id,not_exposed
2734,0,prob_neighbor_spread,0.4
2734,0,prob_search_spread,0.4
2734,0,prob_be_infected,0.4
2735,0,prob_neighbor_spread,0.2
2735,0,prob_search_spread,0.2
2735,0,prob_be_infected,0.3
2735,0,id,not_exposed
2736,0,prob_neighbor_spread,0.2
2736,0,prob_search_spread,0.2
2736,0,prob_be_infected,0.3
2736,0,id,not_exposed
2737,0,prob_neighbor_spread,0.1
2737,0,prob_search_spread,0.1
2737,0,prob_be_infected,0.2
2737,0,id,not_exposed
2738,0,prob_neighbor_spread,0.2
2738,0,prob_search_spread,0.2
2738,0,prob_be_infected,0.3
2738,0,id,not_exposed
2739,0,prob_neighbor_spread,0.4
2739,0,prob_search_spread,0.4
2739,0,prob_be_infected,0.4
2740,0,prob_neighbor_spread,0.2
2740,0,prob_search_spread,0.2
2740,0,prob_be_infected,0.3
2741,0,prob_neighbor_spread,0.2
2741,0,prob_search_spread,0.2
2741,0,prob_be_infected,0.3
2741,0,id,not_exposed
2742,0,prob_neighbor_spread,0.1
2742,0,prob_search_spread,0.1
2742,0,prob_be_infected,0.2
2742,0,id,not_exposed
2743,0,prob_neighbor_spread,0.2
2743,0,prob_search_spread,0.2
2743,0,prob_be_infected,0.3
2743,0,id,not_exposed
2744,0,prob_neighbor_spread,0.4
2744,0,prob_search_spread,0.4
2744,0,prob_be_infected,0.4
2744,0,id,not_exposed
2745,0,prob_neighbor_spread,0.2
2745,0,prob_search_spread,0.2
2745,0,prob_be_infected,0.3
2745,0,id,not_exposed
2746,0,prob_neighbor_spread,0.2
2746,0,prob_search_spread,0.2
2746,0,prob_be_infected,0.3
2746,0,id,not_exposed
2747,0,prob_neighbor_spread,0.4
2747,0,prob_search_spread,0.4
2747,0,prob_be_infected,0.4
2747,0,id,not_exposed
2748,0,prob_neighbor_spread,0.1
2748,0,prob_search_spread,0.1
2748,0,prob_be_infected,0.2
2748,0,id,not_exposed
2749,0,prob_neighbor_spread,0.1
2749,0,prob_search_spread,0.1
2749,0,prob_be_infected,0.2
2749,0,id,not_exposed
2750,0,prob_neighbor_spread,0.2
2750,0,prob_search_spread,0.2
2750,0,prob_be_infected,0.3
2750,0,id,not_exposed
2751,0,prob_neighbor_spread,0.2
2751,0,prob_search_spread,0.2
2751,0,prob_be_infected,0.3
2752,0,prob_neighbor_spread,0.2
2752,0,prob_search_spread,0.2
2752,0,prob_be_infected,0.3
2752,0,id,not_exposed
2753,0,prob_neighbor_spread,0.4
2753,0,prob_search_spread,0.4
2753,0,prob_be_infected,0.4
2754,0,prob_neighbor_spread,0.1
2754,0,prob_search_spread,0.1
2754,0,prob_be_infected,0.2
2754,0,id,not_exposed
2755,0,prob_neighbor_spread,0.4
2755,0,prob_search_spread,0.4
2755,0,prob_be_infected,0.4
2756,0,prob_neighbor_spread,0.1
2756,0,prob_search_spread,0.1
2756,0,prob_be_infected,0.2
2756,0,id,not_exposed
2757,0,prob_neighbor_spread,0.2
2757,0,prob_search_spread,0.2
2757,0,prob_be_infected,0.3
2757,0,id,not_exposed
2758,0,prob_neighbor_spread,0.4
2758,0,prob_search_spread,0.4
2758,0,prob_be_infected,0.4
2758,0,id,not_exposed
2759,0,prob_neighbor_spread,0.1
2759,0,prob_search_spread,0.1
2759,0,prob_be_infected,0.2
2759,0,id,not_exposed
2760,0,prob_neighbor_spread,0.1
2760,0,prob_search_spread,0.1
2760,0,prob_be_infected,0.2
2760,0,id,not_exposed
2761,0,prob_neighbor_spread,0.4
2761,0,prob_search_spread,0.4
2761,0,prob_be_infected,0.4
2761,0,id,not_exposed
2762,0,prob_neighbor_spread,0.2
2762,0,prob_search_spread,0.2
2762,0,prob_be_infected,0.3
2762,0,id,not_exposed
2763,0,prob_neighbor_spread,0.2
2763,0,prob_search_spread,0.2
2763,0,prob_be_infected,0.3
2763,0,id,not_exposed
2764,0,prob_neighbor_spread,0.4
2764,0,prob_search_spread,0.4
2764,0,prob_be_infected,0.4
2764,0,id,not_exposed
2765,0,prob_neighbor_spread,0.2
2765,0,prob_search_spread,0.2
2765,0,prob_be_infected,0.3
2765,0,id,not_exposed
2766,0,prob_neighbor_spread,0.4
2766,0,prob_search_spread,0.4
2766,0,prob_be_infected,0.4
2766,0,id,not_exposed
2767,0,prob_neighbor_spread,0.4
2767,0,prob_search_spread,0.4
2767,0,prob_be_infected,0.4
2767,0,id,not_exposed
2768,0,prob_neighbor_spread,0.4
2768,0,prob_search_spread,0.4
2768,0,prob_be_infected,0.4
2769,0,prob_neighbor_spread,0.2
2769,0,prob_search_spread,0.2
2769,0,prob_be_infected,0.3
